home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,year,month,day,hour,minute
US,USD,MXN,WEB,260.49,260.49,4.85,17.241379,False,US,False,0.316,ENHANCED,367,0.939,0,0.176,0,0,0.2,0,2022,10,5,19,41
US,USD,GBP,MOBILE,87.5,87.5,2.31,0.8,True,US,False,0.24,STANDARD,1018,0.784,0,0.087,0,0,0.0,0,2022,10,5,22,10
US,USD,NGN,MOBILE,254.76,254.76,4.75,1111.111111,False,UK,True,0.448,STANDARD,298,0.336,0,0.166,0,0,0.25,0,2022,10,6,1,21
US,USD,CAD,MOBILE,326.05,326.05,5.85,1.351351,False,US,False,0.066,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,6,4,25
CA,CAD,NGN,ATM,293.42,217.13,5.81,822.222222,True,CA,False,0.366,STANDARD,853,0.68,0,0.29,0,0,0.0,0,2022,10,6,7,10
US,USD,NGN,WEB,208.25,208.25,4.3,1111.111111,False,CA,True,0.29,ENHANCED,367,0.939,0,0.176,0,0,0.25,0,2022,10,6,7,38
US,USD,NGN,WEB,121.71,121.71,3.06,1111.111111,True,US,False,0.15,STANDARD,298,0.186,0,0.166,0,0,0.25,0,2022,10,6,7,40
US,USD,GBP,MOBILE,39.5,39.5,1.3,0.8,False,US,False,0.291,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2022,10,6,8,10
US,USD,USD,MOBILE,121.06,121.06,3.04,1.0,False,US,False,0.163,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2022,10,6,9,34
US,USD,CAD,MOBILE,204.53,204.53,4.61,1.351351,False,US,False,0.194,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,6,10,6
CA,CAD,CNY,WEB,76.26,56.43,3.89,5.285714,False,CA,False,0.424,STANDARD,1041,0.867,0,0.245,0,0,0.0,0,2022,10,6,11,15
CA,CAD,MXN,MOBILE,149.15,110.37,3.63,12.758621,False,CA,False,0.554,STANDARD,366,0.662,0,0.225,0,0,0.0,0,2022,10,6,18,0
US,USD,GBP,WEB,46.16,46.16,1.0,0.8,False,US,False,0.41,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2022,10,6,19,2
US,USD,NGN,MOBILE,97.81,97.81,3.11,1111.111111,False,US,False,0.647,STANDARD,147,0.551,0,0.391,0,0,0.25,0,2022,10,6,19,48
US,USD,CAD,MOBILE,150.59,150.59,3.38,1.351351,False,CA,True,0.27,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2022,10,7,0,53
US,USD,USD,MOBILE,232.66,232.66,4.31,1.0,False,US,False,0.271,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,7,8,31
US,USD,GBP,ATM,91.61,91.61,1.63,0.8,False,US,False,0.537,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,7,8,48
US,USD,USD,MOBILE,61.27,61.27,1.79,1.0,False,US,False,0.223,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,7,9,7
CA,CAD,CNY,WEB,146.2,108.19,2.67,5.285714,False,CA,False,0.258,STANDARD,172,0.881,0,0.199,0,0,0.0,0,2022,10,7,10,10
UK,GBP,GBP,MOBILE,291.49,364.36,4.34,1.0,False,UK,False,0.064,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,7,11,46
US,USD,EUR,MOBILE,307.68,307.68,5.25,0.925926,False,US,False,0.931,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,7,15,52
UK,GBP,PHP,WEB,93.99,117.49,2.15,73.529412,False,UK,False,0.197,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,7,16,33
UK,GBP,EUR,MOBILE,126.01,157.51,3.4,1.157407,False,UK,False,0.483,STANDARD,4,0.892,0,0.407,0,0,0.05,0,2022,10,8,0,5
CA,CAD,GBP,ATM,115.49,85.46,3.2,0.592,False,CA,False,0.392,STANDARD,853,0.83,0,0.29,0,0,0.0,0,2022,10,8,1,50
UK,GBP,USD,WEB,46.51,58.14,1.72,1.25,False,UK,False,0.368,STANDARD,4,0.892,0,0.407,0,1,0.0,0,2022,10,8,3,10
US,USD,EUR,MOBILE,179.75,179.75,3.7,0.925926,False,US,False,0.169,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2022,10,8,7,56
US,USD,USD,WEB,254.28,254.28,4.22,1.0,True,US,False,0.378,STANDARD,1018,0.784,0,0.087,0,0,0.0,0,2022,10,8,8,19
US,USD,USD,MOBILE,102.54,102.54,2.65,1.0,False,UK,True,0.478,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,8,13,33
UK,GBP,EUR,WEB,146.41,183.02,3.23,1.157407,False,US,True,0.336,STANDARD,4,0.892,0,0.407,0,0,0.05,1,2022,10,8,14,19
US,USD,CNY,MOBILE,400.46,400.46,6.69,7.142857,False,US,False,0.199,STANDARD,147,0.551,0,0.391,0,1,0.0,0,2022,10,8,15,47
US,USD,PHP,MOBILE,240.72,240.72,4.18,58.823529,False,US,False,0.289,STANDARD,147,0.551,0,0.391,0,0,0.1,0,2022,10,8,16,11
UK,GBP,CAD,WEB,93.5,116.87,3.36,1.689189,False,UK,False,0.42,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,8,22,50
US,USD,EUR,MOBILE,1071.92,1071.92,17.53,0.925926,False,US,False,0.228,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,9,12,35
CA,CAD,CNY,WEB,9997.3,7398.0,151.89,5.285714,False,CA,False,0.108,ENHANCED,63,0.853,0,0.13,0,0,0.0,0,2022,10,9,13,13
CA,CAD,USD,WEB,314.46,232.7,5.88,0.74,False,CA,False,0.583,STANDARD,947,0.625,0,0.268,0,0,0.0,0,2022,10,9,13,43
UK,GBP,GBP,MOBILE,925.39,1156.74,14.22,1.0,False,UK,False,0.267,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,9,14,4
CA,CAD,PHP,WEB,115.25,85.28,3.0,43.529412,False,CA,False,0.468,LOW,615,0.515,0,0.355,0,0,0.0,0,2022,10,9,18,22
US,USD,GBP,MOBILE,152.75,152.75,3.35,0.8,False,US,False,0.328,STANDARD,263,0.522,0,0.223,5,5,0.0,0,2022,10,9,20,21
US,USD,USD,WEB,71.62,71.62,2.69,1.0,False,US,False,0.129,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2022,10,10,8,15
US,USD,NGN,MOBILE,509.65,509.65,9.13,1111.111111,False,US,False,0.504,STANDARD,147,0.551,0,0.391,0,0,0.25,0,2022,10,10,9,26
UK,GBP,CAD,ATM,111.18,138.97,2.66,1.689189,True,UK,False,0.327,STANDARD,4,0.742,0,0.407,0,0,0.0,0,2022,10,10,20,33
UK,GBP,MXN,MOBILE,499.76,624.7,7.42,21.551724,False,UK,False,0.31,STANDARD,4,0.892,0,0.407,7,7,0.0,0,2022,10,11,1,41
US,USD,CAD,WEB,442.22,442.22,7.36,1.351351,False,US,False,0.395,STANDARD,830,0.799,0,0.102,0,0,0.0,0,2022,10,11,5,6
US,USD,EUR,WEB,158.26,158.26,2.85,0.925926,False,US,False,0.568,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,11,5,25
UK,GBP,EUR,MOBILE,168.22,210.28,3.54,1.157407,True,UK,False,0.973,STANDARD,4,0.742,0,0.407,0,0,0.05,0,2022,10,11,6,0
US,USD,CNY,MOBILE,147.9,147.9,2.07,7.142857,False,US,False,0.394,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,11,7,5
US,USD,GBP,MOBILE,42.13,42.13,2.02,0.8,False,US,False,0.2,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2022,10,11,8,50
US,USD,INR,MOBILE,144.6,144.6,3.6,83.333333,False,US,False,0.235,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2022,10,11,12,43
CA,CAD,CNY,MOBILE,300.19,222.14,5.1,5.285714,False,CA,False,0.599,LOW,615,0.515,0,0.355,0,0,0.0,0,2023,1,14,15,40
US,USD,PHP,WEB,103.83,103.83,1.67,58.823529,False,US,False,0.341,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2022,10,11,16,7
US,USD,CAD,MOBILE,117.63,117.63,3.7,1.351351,False,US,False,0.269,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,11,16,15
CA,CAD,GBP,WEB,232.19,171.82,4.54,0.592,False,CA,False,0.194,STANDARD,564,0.658,0,0.4,0,0,0.0,0,2022,10,11,16,18
US,USD,GBP,MOBILE,183.95,183.95,3.2,0.8,False,US,False,0.137,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,11,16,53
US,USD,USD,ATM,125.6,125.6,3.24,1.0,False,US,False,0.422,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2022,10,11,22,21
US,USD,PHP,MOBILE,147.99,147.99,3.82,58.823529,False,CA,True,0.416,ENHANCED,257,0.894,0,0.257,0,0,0.1,0,2022,10,11,23,39
UK,GBP,PHP,WEB,193.57,241.96,3.76,73.529412,True,UK,False,0.366,STANDARD,4,0.742,0,0.407,0,0,0.0,0,2022,10,12,3,49
US,USD,CNY,WEB,57.84,57.84,2.75,7.142857,True,US,False,0.337,ENHANCED,257,0.744,0,0.257,0,1,0.0,0,2022,10,12,4,11
US,USD,MXN,ATM,55.96,55.96,1.7,17.241379,False,US,False,0.254,STANDARD,830,0.799,0,0.102,0,0,0.2,0,2022,10,12,9,27
CA,CAD,GBP,WEB,72.1,53.35,1.14,0.592,False,CA,False,0.236,LOW,615,0.515,0,0.355,0,0,0.0,0,2022,10,12,14,25
US,USD,CNY,MOBILE,121.49,121.49,2.31,7.142857,False,US,False,0.413,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2022,10,12,15,36
US,USD,PHP,WEB,238.54,238.54,5.12,58.823529,False,UK,True,0.417,LOW,616,0.702,0,0.361,0,0,0.1,0,2022,10,13,0,56
US,USD,CNY,ATM,385.27,385.27,7.05,7.142857,False,US,False,0.458,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,13,3,17
US,USD,EUR,MOBILE,92.88,92.88,1.62,0.925926,False,US,False,0.148,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,13,4,26
US,USD,CAD,WEB,191.16,191.16,3.9,1.351351,False,US,False,0.529,LOW,415,0.568,0,0.304,0,0,0.0,0,2022,10,13,19,43
CA,CAD,INR,MOBILE,113.48,83.97,1.99,61.666667,False,CA,False,0.147,LOW,824,0.607,0,0.282,0,0,0.12,0,2022,10,14,5,25
US,USD,PHP,MOBILE,17.54,17.54,1.04,58.823529,False,US,False,0.195,STANDARD,263,0.522,0,0.223,0,0,0.1,0,2022,10,14,6,50
US,USD,PHP,MOBILE,9993.4,9993.4,150.43,58.823529,False,US,False,0.205,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2022,10,14,11,22
UK,GBP,GBP,MOBILE,155.05,193.81,3.33,1.0,False,UK,False,0.402,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,14,17,11
US,USD,INR,MOBILE,1218.1,1218.1,19.59,83.333333,False,US,False,0.516,LOW,616,0.702,0,0.361,0,0,0.0,0,2022,10,14,18,30
US,USD,PHP,WEB,90.3,90.3,2.01,58.823529,False,US,False,0.255,ENHANCED,367,0.939,0,0.176,0,1,0.1,0,2022,10,14,21,2
CA,CAD,CNY,WEB,506.98,375.17,8.93,5.285714,False,CA,False,0.303,STANDARD,272,0.792,0,0.048,0,0,0.0,1,2022,10,15,4,49
US,USD,USD,MOBILE,246.2,246.2,3.7,1.0,False,US,False,0.669,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,15,7,24
US,USD,NGN,WEB,33.26,33.26,1.52,1111.111111,False,US,False,0.222,STANDARD,1016,0.944,0,0.247,0,0,0.25,0,2022,10,15,8,10
US,USD,PHP,MOBILE,176.05,176.05,3.88,58.823529,False,US,False,0.359,ENHANCED,367,0.939,0,0.176,0,0,0.1,0,2022,10,15,8,37
US,USD,USD,WEB,43.66,43.66,1.68,1.0,False,US,False,0.392,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,15,15,19
US,USD,USD,WEB,208.98,208.98,5.02,1.0,False,US,False,0.253,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,15,18,0
US,USD,CAD,WEB,75.74,75.74,2.78,1.351351,True,US,False,0.159,STANDARD,263,0.372,0,0.223,0,0,0.0,0,2022,10,15,18,10
US,USD,PHP,MOBILE,766.16,766.16,12.43,58.823529,True,CA,True,0.379,ENHANCED,257,0.744,0,0.257,0,0,0.1,0,2022,10,15,18,35
UK,GBP,GBP,WEB,224.27,280.34,5.04,1.0,False,UK,False,0.94,LOW,454,0.71,0,0.238,3,3,0.0,0,2022,10,15,18,38
US,USD,MXN,MOBILE,86.49,86.49,1.56,17.241379,False,US,False,0.518,STANDARD,298,0.336,0,0.166,0,0,0.2,0,2022,10,15,20,55
US,USD,GBP,MOBILE,110.58,110.58,2.57,0.8,False,US,False,0.076,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,15,21,1
US,USD,EUR,WEB,22.9,22.9,1.21,0.925926,False,US,False,0.062,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,16,0,40
US,USD,PHP,MOBILE,260.98,260.98,5.08,58.823529,False,US,False,0.056,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2022,10,16,2,27
CA,CAD,NGN,MOBILE,224.97,166.48,4.64,822.222222,False,CA,False,0.204,STANDARD,385,0.75,0,0.229,0,0,0.0,0,2022,10,16,2,33
US,USD,CAD,MOBILE,137.33,137.33,3.38,1.351351,False,US,False,0.396,ENHANCED,661,0.92,0,0.259,0,0,0.0,0,2022,10,16,11,57
CA,CAD,INR,ATM,151.84,112.36,2.92,61.666667,False,CA,False,0.361,STANDARD,725,0.824,0,0.212,0,0,0.12,0,2022,10,16,13,54
CA,CAD,CAD,WEB,54.01,39.97,1.97,1.0,False,CA,False,0.607,LOW,615,0.515,0,0.355,0,0,0.0,0,2022,10,16,14,27
US,USD,PHP,ATM,49.11,49.11,2.3,58.823529,True,US,False,0.219,STANDARD,1016,0.794,0,0.247,0,0,0.1,0,2022,10,16,21,28
US,USD,MXN,WEB,106.0,106.0,2.98,17.241379,False,US,False,0.538,STANDARD,147,0.551,0,0.391,0,0,0.2,0,2022,10,16,22,54
UK,GBP,CNY,ATM,44.2,55.25,1.28,8.928571,False,US,True,0.426,STANDARD,4,0.892,0,0.407,0,1,0.0,0,2022,10,17,1,10
US,USD,PHP,MOBILE,445.23,445.23,7.77,58.823529,False,US,False,0.279,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2022,10,17,3,43
US,USD,EUR,MOBILE,182.78,182.78,3.95,0.925926,False,US,False,0.672,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,17,4,9
UK,GBP,PHP,MOBILE,137.67,172.08,3.03,73.529412,False,UK,False,0.295,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,17,5,52
US,USD,INR,MOBILE,350.66,350.66,5.96,83.333333,False,US,False,0.18,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2022,10,17,6,0
UK,GBP,PHP,MOBILE,1233.87,1542.34,19.43,73.529412,False,UK,False,0.353,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,17,6,23
US,USD,CAD,MOBILE,150.01,150.01,3.28,1.351351,False,US,False,0.321,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,17,8,7
US,USD,CAD,MOBILE,180.94,180.94,4.13,1.351351,True,US,False,0.256,STANDARD,298,0.186,0,0.166,0,0,0.0,0,2022,10,17,11,48
US,USD,USD,MOBILE,60.84,60.84,1.63,1.0,False,US,False,0.265,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,17,12,52
US,USD,CNY,MOBILE,293.31,293.31,4.71,7.142857,False,US,False,0.116,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,17,13,8
US,USD,USD,WEB,155.98,155.98,2.53,1.0,False,US,False,0.286,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,17,19,30
CA,CAD,NGN,MOBILE,227.02,168.0,5.53,822.222222,False,CA,False,0.328,STANDARD,947,0.625,0,0.268,0,0,0.0,0,2022,10,17,22,30
US,USD,GBP,MOBILE,188.31,188.31,3.59,0.8,False,US,False,0.512,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,17,22,38
US,USD,CAD,MOBILE,735.01,735.01,11.92,1.351351,False,US,False,0.458,STANDARD,147,0.551,0,0.391,0,1,0.0,0,2022,10,18,0,52
US,USD,INR,MOBILE,49.44,49.44,1.05,83.333333,False,US,False,0.406,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,18,2,48
UK,GBP,CAD,MOBILE,70.98,88.72,2.69,1.689189,False,UK,False,0.142,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,18,6,17
US,USD,PHP,WEB,82.83,82.83,2.46,58.823529,False,US,False,0.329,STANDARD,34,0.427,0,0.068,0,0,0.1,0,2022,10,18,11,13
UK,GBP,PHP,WEB,158.26,197.82,3.48,73.529412,False,UK,False,0.451,STANDARD,718,0.953,0,0.169,0,2,0.0,0,2022,10,18,13,15
UK,GBP,INR,MOBILE,181.04,226.3,4.32,104.166667,False,UK,False,0.677,STANDARD,4,0.892,0,0.407,0,1,0.0,0,2022,10,18,15,12
US,USD,GBP,ATM,100.06,100.06,2.84,0.8,False,US,False,0.402,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2022,10,18,15,47
UK,GBP,INR,MOBILE,132.77,165.96,2.32,104.166667,False,UK,False,0.267,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,18,19,0
US,USD,PHP,WEB,164.91,164.91,2.36,58.823529,False,US,False,0.389,STANDARD,1018,0.934,0,0.087,0,2,0.1,0,2022,10,18,20,45
US,USD,INR,MOBILE,66.54,66.54,2.32,83.333333,False,US,False,0.075,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,18,22,24
US,USD,PHP,WEB,269.05,269.05,5.72,58.823529,False,US,False,0.08,STANDARD,805,0.6,0,0.21,0,0,0.1,0,2022,10,19,0,18
US,USD,PHP,MOBILE,97.95,97.95,1.41,58.823529,True,CA,True,0.67,STANDARD,147,0.401,0,0.391,0,0,0.1,0,2022,10,19,1,17
US,USD,GBP,ATM,38.97,38.97,2.1,0.8,False,US,False,0.288,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2022,10,19,7,49
US,USD,CAD,MOBILE,418.73,418.73,7.3,1.351351,False,US,False,0.129,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,19,10,20
US,USD,EUR,MOBILE,462.29,462.29,7.94,0.925926,False,UK,True,0.327,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,19,12,8
US,USD,MXN,ATM,452.7,452.7,7.82,17.241379,False,US,False,0.425,STANDARD,263,0.522,0,0.223,0,0,0.2,0,2022,10,19,16,34
CA,CAD,USD,MOBILE,430.55,318.61,7.92,0.74,True,CA,False,0.277,STANDARD,947,0.475,0,0.268,0,0,0.0,0,2022,10,19,17,0
CA,CAD,PHP,WEB,116.17,85.97,3.74,43.529412,False,CA,False,0.057,STANDARD,947,0.625,0,0.268,0,0,0.0,0,2022,10,19,19,50
UK,GBP,GBP,MOBILE,156.65,195.81,4.77,1.0,False,UK,False,0.171,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2022,10,20,1,27
CA,CAD,USD,WEB,164.92,122.04,2.95,0.74,False,UK,True,0.427,STANDARD,172,0.881,0,0.199,0,1,0.0,0,2022,10,20,3,10
US,USD,NGN,MOBILE,123.12,123.12,1.92,1111.111111,False,UK,True,0.509,STANDARD,859,0.96,0,0.363,0,0,0.25,0,2022,10,20,4,59
US,USD,INR,MOBILE,229.34,229.34,4.53,83.333333,False,US,False,0.417,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2022,10,20,7,12
US,USD,USD,MOBILE,71.8,71.8,2.16,1.0,False,US,False,0.029,ENHANCED,661,0.92,0,0.259,0,0,0.0,0,2022,10,20,15,29
CA,CAD,PHP,MOBILE,9993.58,7395.25,150.5,43.529412,False,US,True,0.462,STANDARD,564,0.658,0,0.4,0,0,0.0,1,2022,10,20,16,2
US,USD,INR,MOBILE,102.29,102.29,1.47,83.333333,True,US,False,0.17,STANDARD,147,0.401,0,0.391,0,0,0.0,0,2022,10,20,16,5
US,USD,PHP,MOBILE,234.36,234.36,3.9,58.823529,False,US,False,0.184,ENHANCED,257,0.894,0,0.257,0,0,0.1,0,2022,10,20,17,42
US,USD,INR,MOBILE,431.4,431.4,7.89,83.333333,False,US,False,0.199,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2022,10,20,19,57
US,USD,PHP,WEB,111.4,111.4,4.0,58.823529,False,US,False,0.166,STANDARD,1016,0.944,0,0.247,0,0,0.1,0,2022,10,21,3,54
US,USD,GBP,MOBILE,59.24,59.24,1.85,0.8,False,UK,True,0.471,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2022,10,21,4,37
CA,CAD,CNY,MOBILE,187.32,138.62,3.14,5.285714,False,CA,False,0.396,LOW,615,0.515,0,0.355,0,0,0.0,0,2022,10,21,5,49
US,USD,INR,MOBILE,156.01,156.01,2.81,83.333333,False,CA,True,0.613,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,21,8,0
US,USD,GBP,WEB,65.62,65.62,1.96,0.8,False,US,False,0.544,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,21,11,14
US,USD,EUR,WEB,416.89,416.89,6.7,0.925926,False,US,False,0.071,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,21,20,51
US,USD,PHP,MOBILE,144.04,144.04,2.17,58.823529,False,US,False,0.443,STANDARD,263,0.522,0,0.223,0,0,0.1,0,2022,10,21,21,56
US,USD,CAD,MOBILE,141.72,141.72,2.93,1.351351,False,US,False,0.413,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,22,0,4
US,USD,INR,WEB,217.23,217.23,4.43,83.333333,False,US,False,0.458,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,22,0,55
UK,GBP,CNY,WEB,81.35,101.69,2.34,8.928571,False,UK,False,0.108,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2022,10,22,2,56
US,USD,PHP,MOBILE,165.91,165.91,4.44,58.823529,False,US,False,0.51,ENHANCED,367,0.939,0,0.176,0,0,0.1,0,2022,10,22,4,26
US,USD,EUR,WEB,288.18,288.18,5.71,0.925926,False,US,False,0.343,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2022,10,22,7,23
US,USD,CNY,MOBILE,76.27,76.27,3.33,7.142857,False,US,False,0.059,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,22,8,51
US,USD,CNY,WEB,562.16,562.16,9.11,7.142857,False,US,False,0.203,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2022,10,22,12,36
US,USD,EUR,WEB,73.0,73.0,2.28,0.925926,False,CA,True,0.548,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,22,16,19
US,USD,CAD,MOBILE,48.36,48.36,0.85,1.351351,False,US,False,0.585,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2022,10,22,19,18
US,USD,CAD,MOBILE,311.32,311.32,5.04,1.351351,False,US,False,0.306,STANDARD,830,0.799,0,0.102,0,0,0.0,0,2022,10,22,19,32
US,USD,NGN,WEB,162.56,162.56,2.71,1111.111111,False,US,False,0.361,STANDARD,1018,0.934,0,0.087,0,0,0.25,0,2022,10,23,0,50
US,USD,GBP,MOBILE,180.63,180.63,3.68,0.8,False,US,False,0.317,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2022,10,23,9,55
US,USD,PHP,MOBILE,74.47,74.47,2.41,58.823529,False,US,False,0.321,STANDARD,147,0.551,0,0.391,0,0,0.1,0,2022,10,23,10,44
US,USD,NGN,MOBILE,381.62,381.62,6.86,1111.111111,False,US,False,0.309,STANDARD,147,0.551,0,0.391,0,1,0.25,0,2022,10,23,12,9
US,USD,MXN,MOBILE,55.72,55.72,1.57,17.241379,False,US,False,0.314,STANDARD,263,0.522,0,0.223,0,0,0.2,0,2022,10,23,13,22
US,USD,MXN,WEB,86.6,86.6,1.96,17.241379,False,US,False,0.342,STANDARD,298,0.336,0,0.166,0,0,0.2,0,2022,10,23,16,36
US,USD,PHP,MOBILE,47.25,47.25,2.25,58.823529,False,US,False,0.232,STANDARD,147,0.551,0,0.391,0,0,0.1,0,2022,10,23,18,14
